groupID_x	featureID_x	exonBaseMean_x	dispersion_x	stat_x	pvalue_x	padj_x	Col_0_x	fio1_x	log2fold_fio1_Col_0_x	genomicData.seqnames_x	genomicData.start_x	genomicData.end_x	genomicData.width_x	genomicData.strand_x	countData.Parker_Col.0_20c_1.bam	countData.Parker_Col.0_20c_2.bam	countData.Parker_Col.0_20c_3.bam	countData.Parker_Col.0_20c_4.bam	countData.Parker_Col.0_20c_5.bam	countData.Parker_Col.0_20c_6.bam	countData.Parker_fio1_20c_1.bam	countData.Parker_fio1_20c_2.bam	countData.Parker_fio1_20c_3.bam	countData.Parker_fio1_20c_4.bam	countData.Parker_fio1_20c_5.bam	countData.Parker_fio1_20c_6.bam	transcripts_x	uniqueID	groupID_y	featureID_y	exonBaseMean_y	dispersion_y	stat_y	pvalue_y	padj_y	Col_0_y	fio1_y	log2fold_fio1_Col_0_y	genomicData.seqnames_y	genomicData.start_y	genomicData.end_y	genomicData.width_y	genomicData.strand_y	countData.Sun_Col.0_1.bam	countData.Sun_Col.0_2.bam	countData.Sun_fio1.1_1.bam	countData.Parker_fio1.1_2.bam	countData.Parker_fio1.5_1.bam	countData.Parker_fio1.5_2.bam	transcripts_y
AT4G28706+AT4G28710	E059	693.912957385057	0.0020997686042659	51.6597635684874	6.60016017400243e-13	1.75681929610497e-10	35.6807480628974	39.9913262265867	0.367723120723069	4	14181146	14181202	57	+	566	777	613	550	812	829	699	546	627	988	1039	452	AT4G28710.1	AT4G28706+AT4G28710:E059	AT4G28706+AT4G28710	E059	108.923753777702	0.0037147377363381	15.8107370608896	7.00041245445942e-05	0.0154020872446064	14.0879811908618	17.1876613147386	0.597360896388102	4	14181146	14181202	57	+	95	86	121	90	126	146	AT4G28710.1
AT4G28706+AT4G28710	E060	725.815049234663	0.0011092137371904	63.6089486039403	1.51738321388087e-15	5.23535462147234e-13	36.7267903571825	40.5318375463646	0.319236215163018	4	14181303	14181383	81	+	584	804	664	609	894	867	675	550	658	1032	1141	461	AT4G28710.1	AT4G28706+AT4G28710:E060	AT4G28706+AT4G28710	E060	118.39780968874	0.0029453217478487	18.9242355172247	1.36013742803793e-05	0.0039530287268459	14.6389903908467	17.9097407175689	0.607693844012359	4	14181303	14181383	81	+	101	95	130	100	133	164	AT4G28710.1
AT4G28706+AT4G28710	E061	630.992807059981	0.0023644195081033	34.4529338345336	4.3668406443754506e-09	7.25151640755378e-07	34.5612006450666	38.1022553234967	0.311982128591399	4	14181476	14181558	83	+	467	747	614	492	808	756	586	447	578	926	975	409	AT4G28710.1	AT4G28706+AT4G28710:E061	AT4G28706+AT4G28710	E061	125.195541021211	0.0023678639804168	26.631347424586	2.46216324475655e-07	0.00013480402695	14.7454750470314	18.5281115662827	0.689420134522384	4	14181476	14181558	83	+	101	98	136	107	150	173	AT4G28710.1
AT4G30993+AT4G08425	E009	97.3182881500262	0.0102714768026419	30.8471228902558	2.79175715612773e-08	4.01133736889912e-06	17.0063586320048	12.9040805959482	-0.811319693715273	4	15099411	15099503	93	+	129	208	118	85	165	136	92	57	64	56	118	33	AT4G30993.1	AT4G30993+AT4G08425:E009	AT4G30993+AT4G08425	E009	48.7782339042636	0.0262560034394422	18.0889747813248	2.10818616565064e-05	0.005684192413451	14.0372405419004	8.70759467617712	-1.40737598875486	4	15099411	15099503	93	+	66	85	25	26	40	53	AT4G30993.1
AT4G31150	E006	119.094927065488	0.0032052819422102	256.557335336396	9.659479789275951e-58	4.9574865148511505e-54	10.6142867785978	19.2104495988567	1.74273904810777	4	15144318	15144492	175	-	41	61	31	37	58	54	183	151	176	239	220	104	AT4G31150.3	AT4G31150:E006	AT4G31150	E006	42.0300060117135	0.0047017747935892	50.8574026030422	9.93259638321491e-13	1.6912620528515e-09	5.53769239885573	11.2326446224431	2.06400822983611	4	15144318	15144492	175	-	12	11	56	52	58	71	AT4G31150.3
AT4G31170	E010	306.108148709455	0.0036862077352722	116.582741055534	3.54285892362476e-27	3.2146453411311702e-24	21.7575819019809	29.4023547321413	0.915739847207592	4	15155467	15155575	109	-	173	275	229	179	311	195	445	304	359	537	608	153	"c(""AT4G31170.6"", ""AT4G31170.4"", ""AT4G31170.8"", ""AT4G31170.9"", ""AT4G31170.5"", ""AT4G31170.2"", ""AT4G31170.7"")"	AT4G31170:E010	AT4G31170	E010	102.991093483567	0.0057545651631279	32.793252679988	1.02500008543133e-08	8.10951077691865e-06	11.3894239357486	16.512972515825	1.10658281603754	4	15155467	15155575	109	-	43	53	121	121	114	188	"c(""AT4G31170.6"", ""AT4G31170.4"", ""AT4G31170.8"", ""AT4G31170.9"", ""AT4G31170.5"", ""AT4G31170.2"", ""AT4G31170.7"")"
AT4G31870	E007	549.504056374935	0.0060411635466568	491.814129971491	5.74221665548851e-109	1.04783969529354e-104	45.8353782669742	25.2539747041826	-1.89342141829407	4	15411588	15412486	899	+	541	1009	546	411	913	735	575	396	476	442	771	218	"c(""AT4G31870.1"", ""AT4G31870.2"")"	AT4G31870:E007	AT4G31870	E007	183.728846947295	0.0029460693831248	38.2331751564758	6.27760157120085e-10	6.26368688746341e-07	22.4150837700419	18.1661904758748	-0.648068670067135	4	15411588	15412486	899	+	138	207	208	245	137	162	"c(""AT4G31870.1"", ""AT4G31870.2"")"
AT4G32330	E004	97.3128171719313	0.0222578138336369	66.1666447755324	4.14365671449157e-16	1.5572563604905699e-13	10.6140637279167	18.3260866016553	1.60281245167715	4	15609107	15609117	11	+	23	83	54	41	65	77	124	80	138	188	211	79	"c(""AT4G32330.4"", ""AT4G32330.3"")"	AT4G32330:E004	AT4G32330	E004	38.7929246018307	0.0077722608473057	33.8127349373812	6.0680344642567204e-09	5.16613986355839e-06	5.90673409145606	10.8368809142711	1.77119731601789	4	15609107	15609117	11	+	17	10	55	38	50	71	"c(""AT4G32330.4"", ""AT4G32330.3"")"
AT4G32590	E005	1388.57306953552	0.0005359414188537	25.0494544925466	5.58785616041924e-07	6.19234003331965e-05	51.6284441630424	49.0294810544979	-0.179488961463329	4	15721694	15721807	114	+	1651	2675	1941	1776	2567	2059	933	684	835	1016	1479	475	"c(""AT4G32590.5"", ""AT4G32590.2"", ""AT4G32590.1"", ""AT4G32590.4"", ""AT4G32590.3"")"	AT4G32590:E005	AT4G32590	E005	862.789375839065	0.0006188932674712	12.8991147813738	0.0003287375755876	0.0494691630076416	41.4105239320969	39.8667737300587	-0.138752141805098	4	15721694	15721807	114	+	1423	1472	538	521	538	629	"c(""AT4G32590.5"", ""AT4G32590.2"", ""AT4G32590.1"", ""AT4G32590.4"", ""AT4G32590.3"")"
AT4G32590	E006	130.381601502872	0.0028020697636744	915.718608532585	3.756788383179081e-201	3.0849243487313403e-196	8.64675318779902	25.016175445416	3.13170869801305	4	15721808	15722015	208	+	36	69	45	45	62	30	176	166	195	234	339	109	AT4G32590.2	AT4G32590:E006	AT4G32590	E006	107.268906629611	0.039727038426915	75.8126007570785	3.11904328611554e-18	9.772087377131421e-15	6.88912144321399	22.6747257198376	3.55060119802107	4	15721808	15722015	208	+	26	35	86	139	184	202	AT4G32590.2
AT4G32590	E008	95.8676526072197	0.0110267730309737	13.5667339861736	0.0002302296294621	0.0105287510614292	13.6187266712142	16.1981228772067	0.509763157493185	4	15722070	15722237	168	+	83	194	106	80	149	115	100	88	65	93	100	42	"c(""AT4G32590.2"", ""AT4G32590.5"")"	AT4G32590:E008	AT4G32590	E008	61.6775224132327	0.0197434623267169	27.3069896599397	1.73582804734549e-07	9.92412172528341e-05	8.98748514415165	15.5054921392866	1.61246417536536	4	15722070	15722237	168	+	56	48	73	80	40	75	"c(""AT4G32590.2"", ""AT4G32590.5"")"
AT4G32850	E016	285.998405053306	0.0076044771680812	17.8911341656629	2.33908246202991e-05	0.0016066591003935	23.236019318876	27.0959787275528	0.466747498671984	4	15853754	15853891	138	+	207	248	232	258	366	344	266	260	315	425	455	150	"c(""AT4G32850.15"", ""AT4G32850.13"", ""AT4G32850.12"", ""AT4G32850.14"", ""AT4G32850.11"", ""AT4G32850.16"", ""AT4G32850.17"", ""AT4G32850.4"")"	AT4G32850:E016	AT4G32850	E016	125.500564219698	0.003854457647377	26.4885854694297	2.65099928724586e-07	0.0001432014966709	13.8393586950427	18.2702188541789	0.835968319094294	4	15853754	15853891	138	+	74	82	127	126	179	183	"c(""AT4G32850.15"", ""AT4G32850.13"", ""AT4G32850.12"", ""AT4G32850.14"", ""AT4G32850.11"", ""AT4G32850.16"", ""AT4G32850.17"", ""AT4G32850.4"")"
AT4G32850	E017	290.940970410657	0.006861954014318	22.4181980638158	2.1928639607504e-06	0.0002075725844391	23.218985798169	27.375350156659	0.50037904999673	4	15853892	15853960	69	+	210	250	231	247	393	325	291	290	332	375	424	167	"c(""AT4G32850.15"", ""AT4G32850.13"", ""AT4G32850.14"", ""AT4G32850.12"", ""AT4G32850.11"", ""AT4G32850.7"", ""AT4G32850.16"", ""AT4G32850.17"", ""AT4G32850.4"")"	AT4G32850:E017	AT4G32850	E017	140.793512106569	0.0037123587885329	24.7560647891629	6.50637513211729e-07	0.0003088595991504	14.872594402998	19.1905561158135	0.771144500482925	4	15853892	15853960	69	+	90	91	133	153	197	199	"c(""AT4G32850.15"", ""AT4G32850.13"", ""AT4G32850.14"", ""AT4G32850.12"", ""AT4G32850.11"", ""AT4G32850.7"", ""AT4G32850.16"", ""AT4G32850.17"", ""AT4G32850.4"")"
AT4G32850	E018	255.105519627025	0.0036361854704525	93.8595614136491	3.3872414343467798e-22	2.0302680118453999e-19	20.2805086952749	26.8481501165086	0.846647893959453	4	15853961	15854043	83	+	152	217	197	174	272	240	276	290	308	385	404	154	"c(""AT4G32850.12"", ""AT4G32850.13"", ""AT4G32850.4"", ""AT4G32850.14"")"	AT4G32850:E018	AT4G32850	E018	105.330737478107	0.0066533087441306	19.133892907651	1.21861537715296e-05	0.0036501326624156	12.6253536278658	16.8124747398162	0.856377743665695	4	15853961	15854043	83	+	68	61	100	118	155	142	"c(""AT4G32850.12"", ""AT4G32850.13"", ""AT4G32850.4"", ""AT4G32850.14"")"
AT4G32850	E019	407.805727111861	0.0027654953764193	56.5819488403263	5.39044137840806e-14	1.60960539719766e-11	26.9908791714342	32.2080243000833	0.546812665656919	4	15854044	15854164	121	+	295	433	339	311	461	437	380	380	424	605	644	259	"c(""AT4G32850.15"", ""AT4G32850.13"", ""AT4G32850.14"", ""AT4G32850.12"", ""AT4G32850.11"", ""AT4G32850.7"", ""AT4G32850.16"", ""AT4G32850.17"", ""AT4G32850.4"")"	AT4G32850:E019	AT4G32850	E019	127.909381835069	0.002822590509379	22.2008134843058	2.4556972738964e-06	0.000961724723376	14.4678281683305	18.2544743435605	0.700871626365055	4	15854044	15854164	121	+	81	90	117	157	150	190	"c(""AT4G32850.15"", ""AT4G32850.13"", ""AT4G32850.14"", ""AT4G32850.12"", ""AT4G32850.11"", ""AT4G32850.7"", ""AT4G32850.16"", ""AT4G32850.17"", ""AT4G32850.4"")"
AT4G33150	E029	2889.76257076103	0.0014765351780721	82.9796556159224	8.29022399087188e-20	4.07640738463734e-17	71.5497700714282	64.4957789464037	-0.407711976466866	4	15990791	15991069	279	-	2611	4315	3432	3579	5764	3614	2478	1964	2360	2064	3196	1269	"c(""AT4G33150.4"", ""AT4G33150.2"", ""AT4G33150.1"")"	AT4G33150:E029	AT4G33150	E029	63.0946619722539	0.0059576282087469	14.3947952744223	0.0001482113928045	0.0277390813687257	9.62030800749511	12.9000127076606	0.864443629224874	4	15990791	15991069	279	-	26	43	66	74	78	103	"c(""AT4G33150.4"", ""AT4G33150.2"", ""AT4G33150.1"")"
AT4G33625	E006	826.023501228339	0.0028544569437402	183.635888589378	7.79114203620716e-42	1.90978334162742e-38	34.1084291472011	45.2555117384164	0.920446822187916	4	16153346	16153715	370	-	429	694	530	442	706	594	1030	915	916	1307	1530	650	AT4G33625.3	AT4G33625:E006	AT4G33625	E006	391.487180965391	0.0115719380601374	32.3636614043701	1.2785516740532e-08	9.81802337469521e-06	21.148446656542	29.9055054286877	1.10679299594382	4	16153346	16153715	370	-	118	213	439	463	543	648	AT4G33625.3
AT4G34240	E014	17.3093802018642	0.0642723507508988	15.8392198790245	6.89582605216238e-05	0.0039532218061027	4.48452475280749	7.50282068414779	1.48934162199415	4	16391982	16392067	86	+	10	14	15	2	5	9	19	19	33	35	20	15	AT4G34240.2	AT4G34240:E014	AT4G34240	E014	24.7037167080691	0.0079887194168065	15.2378499772991	9.47845594945211e-05	0.0196404640395975	5.47377226218661	8.56746639399978	1.30328569971578	4	16391982	16392067	86	+	10	14	35	26	28	39	AT4G34240.2
AT4G34265	E005	95.828685080332	0.0065313060379262	111.915484361458	3.72871212960458e-26	3.124356379945e-23	17.9090087377253	11.2699881913826	-1.35980759043711	4	16402736	16402780	45	+	148	162	168	108	177	188	67	48	29	61	87	22	"c(""AT4G34265.3"", ""AT4G34265.5"", ""AT4G34265.4"")"	AT4G34265:E005	AT4G34265	E005	81.2559115652174	0.0042684619788171	54.2716679290199	1.74601188295176e-13	3.25614587485905e-10	17.4124976045954	11.4255258072655	-1.25769829113892	4	16402736	16402780	45	+	128	119	72	52	45	67	"c(""AT4G34265.3"", ""AT4G34265.5"", ""AT4G34265.4"")"
AT4G34640	E002	67.9127024301498	0.0340745073790538	35.1858958538049	2.9968615997536e-09	5.13222705162391e-07	9.30091282691853	15.0783629146392	1.41111016729369	4	16538702	16538950	249	+	46	18	34	59	57	42	83	67	90	114	125	53	AT4G34640.2	AT4G34640:E002	AT4G34640	E002	12.6472138895765	0.0192478036349284	22.3827347856777	2.2337304344379e-06	0.0008949318158965	2.81481084740483	6.7329391167775	2.52554980877279	4	16538702	16538950	249	+	2	5	20	13	18	20	AT4G34640.2
AT4G35040	E009	296.980825574726	0.0055132349153533	16.9573474440232	3.82290778309646e-05	0.0024231717137533	24.1634452992228	27.3737886100722	0.379784460021019	4	16682559	16682881	323	+	254	360	381	207	361	318	355	285	259	391	426	122	"c(""AT4G35040.1"", ""AT4G35040.2"")"	AT4G35040:E009	AT4G35040	E009	173.598806409818	0.0101596213138287	16.3048015748382	5.39271323903263e-05	0.0126463969209721	17.0192159837395	21.722947830138	0.748171505854118	4	16682559	16682881	323	+	111	159	183	192	166	252	"c(""AT4G35040.1"", ""AT4G35040.2"")"
AT4G35770	E007	1892.41464686789	0.0023339426197335	54.9080685095408	1.2630144041945998e-13	3.6263528256938396e-11	54.7865604825906	61.6085679506676	0.429840885280324	4	16945675	16945774	100	+	1558	2671	2058	1667	2725	2434	1924	1446	1676	1543	3031	970	"c(""AT4G35770.4"", ""AT4G35770.5"")"	AT4G35770:E007	AT4G35770	E007	281.577238077553	0.0028641769172878	116.972342157965	2.9109885700975e-27	2.07278264310415e-23	29.9734648960629	20.8249060457133	-1.16207038632362	4	16945675	16945774	100	+	479	534	129	130	202	200	"c(""AT4G35770.4"", ""AT4G35770.5"")"
AT4G36190+AT4G36195	E003	433.609892139878	0.0015082090799314	32.5195116072177	1.18001852629519e-08	1.81348858357605e-06	29.0128683517645	32.5368048906707	0.356656153441458	4	17124583	17124738	156	+	426	570	486	366	554	485	397	314	382	581	672	213	AT4G36190.1	AT4G36190+AT4G36195:E003	AT4G36190+AT4G36195	E003	228.843098140187	0.0012058246805026	16.0557962934327	6.15030705739462e-05	0.0139228020398119	20.4869724943468	23.4337095451643	0.418942299381619	4	17124583	17124738	156	+	169	186	210	217	284	340	AT4G36190.1
AT4G36190+AT4G36195	E004	479.718994463397	0.0030808313739964	17.8439110911629	2.39785307565123e-05	0.0016374395273195	30.5379191967908	33.9058667332456	0.32774224546038	4	17124842	17125027	186	+	482	672	520	419	580	545	405	355	434	669	695	237	AT4G36190.1	AT4G36190+AT4G36195:E004	AT4G36190+AT4G36195	E004	230.321565044357	0.0030066478839217	13.0809061005119	0.0002983211133489	0.0461784575576433	20.325986262704	23.6157710738089	0.467681815085974	4	17124842	17125027	186	+	170	179	205	208	287	374	AT4G36190.1
AT4G38260+AT4G09695	E001	10494.1116790421	0.0053374645818723	17.9291287256669	2.29284927934892e-05	0.0015801897727487	106.907512171695	100.520507788349	-0.315272305949106	4	17935407	17936920	1514	-	9117	13774	10589	10561	15045	13324	10887	7400	9193	10860	14925	5422	AT4G09695.1	AT4G38260+AT4G09695:E001	AT4G38260+AT4G09695	E001	3132.9875757887	0.0052094589936015	27.813258734347	1.33607343519077e-07	7.95812075169218e-05	68.1094562444469	59.462622343735	-0.630575206704126	4	17935407	17936920	1514	-	3307	3472	2727	2636	3130	3710	AT4G09695.1
AT4G38260+AT4G09695	E005	1562.46650526107	0.0022203833150266	24.5740786076207	7.15071903438841e-07	7.75166263007048e-05	52.8778851925133	54.3377767135512	0.0967085761864723	4	17937587	17937793	207	-	1239	2112	1429	1293	1782	1374	1965	1366	1575	1773	2580	802	AT4G38260.1	AT4G38260+AT4G09695:E005	AT4G38260+AT4G09695	E005	678.007300077075	0.0009102182539096	51.0959282095192	8.79605601844492e-13	1.5141975465949801e-09	34.4587959772814	35.885404348805	0.140651232175122	4	17937587	17937793	207	-	483	533	780	677	782	870	AT4G38260.1
AT4G38380	E018	36.6652163324098	0.0203917087446913	13.8416388941756	0.0001988796812908	0.0093857493729171	7.93439162688094	10.4545377188489	0.801488373927595	4	17974505	17974518	14	-	20	43	34	31	49	18	52	26	28	43	78	27	"c(""AT4G38380.4"", ""AT4G38380.3"")"	AT4G38380:E018	AT4G38380	E018	15.1513682308668	0.0176990567734572	17.3689767935931	3.07809388718424e-05	0.0078532502217457	3.94371262736168	7.35979982212385	1.80966918751919	4	17974505	17974518	14	-	3	12	20	15	22	21	"c(""AT4G38380.4"", ""AT4G38380.3"")"
AT4G38420	E008	30.0891599817624	0.0269210225684119	15.9663023013562	6.44800789181628e-05	0.0037445871007382	6.90604981665524	9.68085401237875	0.980123026136234	4	17984706	17984805	100	+	17	35	24	9	42	19	50	27	30	28	64	21	AT4G38420.2	AT4G38420:E008	AT4G38420	E008	32.5491242653375	0.0128113446386481	24.8460459479345	6.2096286490645e-07	0.0002956689201012	5.88725377572172	10.2918861872133	1.62909157146789	4	17984706	17984805	100	+	13	17	34	44	32	63	AT4G38420.2
AT4G40050	E005	211.054529208892	0.0028792495681857	141.365473202874	1.33852441809127e-32	1.8788764293330398e-29	18.4389253439068	25.5480582393451	0.978534396198342	4	18561989	18561992	4	-	132	221	217	191	258	202	215	199	213	315	349	106	AT4G40050.2	AT4G40050:E005	AT4G40050	E005	51.3476407493564	0.006562823518499	25.466957877991	4.50024562459543e-07	0.0002259527171743	8.41009931701491	12.5754594905172	1.18215655581977	4	18561989	18561992	4	-	27	36	63	48	59	84	AT4G40050.2
AT5G00685+AT5G60030	E001	77.5122258051419	0.0147646423842575	19.6590133794587	9.2565643014926e-06	0.0007329913540803	15.0530930234797	11.5325825460782	-0.780006791057423	5	24170327	24170347	21	-	94	126	85	77	170	131	60	39	42	79	68	33	AT5G00685.2	AT5G00685+AT5G60030:E001	AT5G00685+AT5G60030	E001	44.9760842895799	0.0044897663137097	21.3206737389479	3.8851884995085e-06	0.0014156836264654	8.0597274469058	11.613596560117	1.07108782970227	5	24170327	24170347	21	-	32	25	51	51	51	65	AT5G00685.2
AT5G02860	E008	64.3948511729807	0.0475849419303501	21.9135901567614	2.85206959867187e-06	0.0002612387586888	9.11362930810307	13.9711432665924	1.24627423363318	5	657004	657216	213	+	13	59	49	43	26	27	41	62	108	114	134	64	AT5G02860.5	AT5G02860:E008	AT5G02860	E008	43.7900202813695	0.0059370159272279	21.1484760688405	4.25039109721787e-06	0.001537718859495	7.1150079622826	10.8752835075477	1.24075066174751	5	657004	657216	213	+	20	16	44	48	72	71	AT5G02860.5
AT5G03500	E012	117.575259254458	0.0034186558388035	84.5391364338145	3.7668424742310204e-20	1.90349560993203e-17	13.1546263591901	18.2541328877181	0.964650713874986	5	877899	878112	214	-	67	83	81	49	84	94	157	105	146	208	204	100	"c(""AT5G03500.4"", ""AT5G03500.6"", ""AT5G03500.7"")"	AT5G03500:E012	AT5G03500	E012	40.2771553160942	0.0188559191513118	24.8626612503089	6.15633639072944e-07	0.0002940251244757	5.83005592256102	10.8165556385107	1.80359516710243	5	877899	878112	214	-	16	9	40	68	50	65	"c(""AT5G03500.4"", ""AT5G03500.6"", ""AT5G03500.7"")"
AT5G03500	E013	42.6822540733248	0.0297081005439236	13.5272650825809	0.0002351224377684	0.0106817782018212	8.22688840032473	11.0380476392261	0.854690792238868	5	878113	878116	4	-	20	61	18	13	34	35	61	33	59	65	72	36	"c(""AT5G03500.4"", ""AT5G03500.6"", ""AT5G03500.3"", ""AT5G03500.7"")"	AT5G03500:E013	AT5G03500	E013	10.304929359013	0.0252869833350819	14.6607597157954	0.000128697864413	0.0247675403636828	2.33543474918561	5.61065415591824	2.53532503534985	5	878113	878116	4	-	2	2	12	20	12	15	"c(""AT5G03500.4"", ""AT5G03500.6"", ""AT5G03500.3"", ""AT5G03500.7"")"
AT5G05930	E006	273.259488079431	0.0014788378134187	260.505946971418	1.33116591488734e-58	7.287334684459229e-55	19.5957530223373	28.1881483243829	1.09840872041883	5	1780845	1781089	245	-	140	219	186	150	195	193	361	265	340	500	546	185	AT5G05930.3	AT5G05930:E006	AT5G05930	E006	78.6619159828861	0.0058468068938022	18.3390713832487	1.84876428449815e-05	0.0051046534603368	10.685528561407	14.4758251439851	0.899202303134889	5	1780845	1781089	245	-	41	48	95	115	83	94	AT5G05930.3
AT5G05960+AT5G05950	E001	1955.02977954652	0.013808514785893	52.0713336323047	5.35205841967409e-13	1.45285827831391e-10	52.6476565895798	65.6493935962108	0.813150978496822	5	1788738	1789537	800	+	1545	2416	2341	2092	2677	2345	2164	1476	1640	2362	2616	881	AT5G05950.1	AT5G05960+AT5G05950:E001	AT5G05960+AT5G05950	E001	633.65746306249	0.006396133419845	58.8517183563112	1.70013231641365e-14	3.4859306261941194e-11	40.1949694573691	30.8959727575081	-0.914441600910056	5	1788738	1789537	800	+	581	669	593	652	609	728	AT5G05950.1
AT5G05960+AT5G05950	E003	2109.80850983238	0.006245734892627	71.3611309236819	2.9747496264528104e-17	1.24312743168345e-14	61.3432163653301	57.3530416551363	-0.248372782571703	5	1789993	1790589	597	+	3171	3937	3420	2171	3430	3504	1391	953	1235	1532	2116	647	AT5G05960.1	AT5G05960+AT5G05950:E003	AT5G05960+AT5G05950	E003	1250.8059245263	0.0040528863881911	42.0481886463533	8.905164082941229e-11	1.03334204734882e-07	41.120817507738	44.5546498120682	0.299331348530151	5	1789993	1790589	597	+	617	707	1332	1350	1569	2186	AT5G05960.1
AT5G05960+AT5G05950	E004	627.339200367989	0.0041255345725656	26.8868841670691	2.15717854524083e-07	2.60306941103594e-05	36.5714938298416	34.6566362501605	-0.171376364653447	5	1790678	1790833	156	+	989	1194	1014	644	1033	858	453	320	364	529	602	172	AT5G05960.1	AT5G05960+AT5G05950:E004	AT5G05960+AT5G05950	E004	383.979801064484	0.0007566053947281	15.8899559106783	6.7134054329173e-05	0.0149172820975512	25.4123776091134	27.1924065559302	0.217754375484237	5	1790678	1790833	156	+	197	229	407	442	472	623	AT5G05960.1
AT5G08120	E002	64.466132655558	0.0128059147704791	27.5050659296386	1.56683560479153e-07	1.96430950416888e-05	10.1486028002806	13.8235937214033	0.902362366531762	5	2600899	2600994	96	-	31	40	59	49	61	41	88	57	59	136	138	37	AT5G08120.2	AT5G08120:E002	AT5G08120	E002	28.9265771796984	0.0137355693825547	13.9569575935894	0.0001870441202616	0.0330336364455826	5.57283685052785	8.87507984192327	1.35435851095828	5	2600899	2600994	96	-	7	15	38	44	31	42	AT5G08120.2
AT5G09230	E019	78.6607649249987	0.0160859650733749	23.0020360677685	1.61829915203904e-06	0.0001593384330561	10.3917684278647	14.007886393319	0.872270724028117	5	2873272	2873343	72	+	35	54	44	17	40	31	93	92	101	125	205	73	AT5G09230.3	AT5G09230:E019	AT5G09230	E019	59.4646628734474	0.0038981439939563	22.6790275646616	1.91446049646119e-06	0.0007850891772032	7.45555720504821	11.4952236117167	1.26798101146001	5	2873272	2873343	72	+	16	15	84	71	88	92	AT5G09230.3
AT5G09240	E001	103.700787284449	0.0081020935988562	176.358355311298	3.0240096197683e-40	6.80327599827105e-37	11.3433631429964	19.7381628744024	1.62978932631624	5	2873660	2873694	35	-	62	98	89	63	104	68	118	82	124	160	196	80	AT5G09240.2	AT5G09240:E001	AT5G09240	E001	82.4005012456042	0.0035826230954201	17.856426074657	2.38213479198237e-05	0.0062822589130239	11.6794046317593	14.674011008366	0.677804998823711	5	2873660	2873694	35	-	58	51	87	98	106	100	AT5G09240.2
AT5G10710	E014	153.222525975554	0.0048404817560266	141.260567060088	1.41112464223448e-32	1.96399849358859e-29	14.0604923156326	21.7302464163742	1.28922415335805	5	3382198	3382326	129	+	86	97	88	86	85	101	177	183	170	330	317	105	AT5G10710.2	AT5G10710:E014	AT5G10710	E014	67.4632452407531	0.0031950356546309	42.8344063866675	5.95750788440912e-11	7.23453895432912e-08	8.01552605169786	13.2083771755796	1.46804957712155	5	3382198	3382326	129	+	19	24	94	91	80	107	AT5G10710.2
AT5G11640+AT5G11630	E003	121.152475220281	0.0091182730792317	59.9615436681524	9.672900443880651e-15	3.07868175523141e-12	19.4410571277595	13.6334846290628	-1.04709296363515	5	3740878	3740942	65	+	157	244	229	122	203	185	102	50	76	85	117	29	"c(""AT5G11630.1"", ""AT5G11630.3"")"	AT5G11640+AT5G11630:E003	AT5G11640+AT5G11630	E003	139.097471145818	0.0021308493450016	157.993042368459	3.10571225787197e-36	4.86516036620159e-32	23.2055477760515	13.9691833449086	-1.54750213590658	5	3740878	3740942	65	+	254	235	91	72	78	92	"c(""AT5G11630.1"", ""AT5G11630.3"")"
AT5G11850	E003	666.068483561488	0.0010003023073756	45.8546296769745	1.2736177423511799e-11	2.9336436053551103e-09	34.4871475393767	37.5857383418496	0.274765813854573	5	3817170	3817219	50	-	383	572	465	416	497	514	770	690	802	1060	1410	435	AT5G11850.1	AT5G11850:E003	AT5G11850	E003	232.906700613712	0.001341583369171	15.8584998366867	6.8259251384578e-05	0.015103034248442	18.784759536627	21.8757477576587	0.469891793441861	5	3817170	3817219	50	-	111	108	271	282	283	382	AT5G11850.1
AT5G11850	E004	1062.52069318335	0.0006741776477389	56.3068285074671	6.199973184451621e-14	1.84462680440011e-11	42.90408378371	45.9559329059881	0.230121428186051	5	3817325	3817492	168	-	616	984	743	627	859	828	1247	1125	1245	1664	2224	673	AT5G11850.1	AT5G11850:E004	AT5G11850	E004	387.733029981339	0.00111149591096	15.4246820169401	8.58595062947202e-05	0.0180537763491013	24.4856777740147	27.4086337019061	0.361706126462757	5	3817325	3817492	168	-	173	215	422	478	498	601	AT5G11850.1
AT5G11850	E008	583.820025397049	0.0027814968598685	22.2798291491742	2.35669178338137e-06	0.0002207896206322	37.1991053624096	33.0036409240782	-0.380288548534654	5	3818282	3818322	41	-	445	801	561	441	611	521	657	535	581	871	984	274	AT5G11850.1	AT5G11850:E008	AT5G11850	E008	131.052828318607	0.0021763406328131	28.7447536623561	8.25733054052639e-08	5.23695280904672e-05	19.3843067597428	15.2193332972801	-0.732903903234808	5	3818282	3818322	41	-	124	110	116	134	133	183	AT5G11850.1
