groupID_x	featureID_x	exonBaseMean_x	dispersion_x	stat_x	pvalue_x	padj_x	Col_0_x	fio1	log2fold_fio1_Col_0	genomicData.seqnames_x	genomicData.start_x	genomicData.end_x	genomicData.width_x	genomicData.strand_x	countData.Cai_Col.0_1.bam	countData.Cai_Col.0_2.bam	countData.Cai_Col.0_3.bam	countData.Cai_fio1_1.bam	countData.Cai_fio1_2.bam	countData.Cai_fio1_3.bam	transcripts_x	uniqueID	groupID_y	featureID_y	exonBaseMean_y	dispersion_y	stat_y	pvalue_y	padj_y	Col_0_y	fio1.1	fio1.5	log2fold_fio1.1_Col_0	log2fold_fio1.5_Col_0	genomicData.seqnames_y	genomicData.start_y	genomicData.end_y	genomicData.width_y	genomicData.strand_y	countData.Sun_Col.0_1.bam	countData.Sun_Col.0_2.bam	countData.Sun_fio1.1_1.bam	countData.Sun_fio1.1_2.bam	countData.Sun_fio1.5_1.bam	countData.Sun_fio1.5_2.bam	transcripts_y
AT5G22450+AT5G22460	E002	928.865639288283	0.001481481932657	45.8826564738	1.25552601608036e-11	5.702985480734231e-09	49.8963654198149	42.3367024544969	-0.52636714767519	5	7436932	7437599	668	-	737	984	941	1081	1077	820	"c(""AT5G22450.1"", ""AT5G22450.2"", ""AT5G22450.3"")"	AT5G22450+AT5G22460:E002	AT5G22450+AT5G22460	E002	675.956597049882	0.000279566758689	54.7916245322927	1.2651729722421799e-12	3.76133963139115e-10	41.5760169006011	40.3491894769019	36.0617604838734	-0.0921884086826079	-0.435149886673786	5	7436932	7437599	668	-	655	773	626	677	602	746	"c(""AT5G22450.1"", ""AT5G22450.2"", ""AT5G22450.3"")"
AT5G22450+AT5G22460	E025	428.992456186542	0.0006702880297704	259.203243021029	2.5597122163333e-58	1.63746923572355e-54	25.1377131201084	36.0330277637222	1.08954971301502	5	7443508	7443949	442	-	149	212	257	734	743	621	"c(""AT5G22460.1"", ""AT5G22460.3"", ""AT5G22460.2"")"	AT5G22450+AT5G22460:E025	AT5G22450+AT5G22460	E025	121.502712731088	0.0011215253297699	190.876706509447	3.56163835481872e-42	1.16250360310494e-38	9.37689306882021	21.1649974857208	18.3526322843963	2.36987926589569	1.95205287719713	5	7443508	7443949	442	-	35	33	168	174	148	188	"c(""AT5G22460.1"", ""AT5G22460.3"", ""AT5G22460.2"")"
AT5G22450+AT5G22460	E026	426.230915071251	0.0005882192562649	264.917160974895	1.45455537426985e-59	9.70947333094133e-56	25.0877192223346	35.8793208952149	1.08231405020941	5	7444043	7444310	268	-	156	218	241	710	756	613	"c(""AT5G22460.1"", ""AT5G22460.3"", ""AT5G22460.2"")"	AT5G22450+AT5G22460:E026	AT5G22450+AT5G22460	E026	92.4628500019761	0.0019856701953385	100.165258643541	1.77578525822602e-22	1.6815809464408702e-19	9.23897308582133	17.8140586654631	16.2533988045774	1.90788621962029	1.64025334317523	5	7444043	7444310	268	-	35	31	125	116	111	152	"c(""AT5G22460.1"", ""AT5G22460.3"", ""AT5G22460.2"")"
AT5G22450+AT5G22460	E027	311.118846130464	0.0018150455653002	168.010903405729	2.01196149506965e-38	5.41923593575515e-35	20.7444297234099	31.2040209033771	1.21939614078462	5	7444395	7444606	212	-	120	133	162	534	524	487	"c(""AT5G22460.1"", ""AT5G22460.3"", ""AT5G22460.2"")"	AT5G22450+AT5G22460:E027	AT5G22450+AT5G22460	E027	59.2752057937466	0.0345211560703548	25.7964635664138	2.50247132789594e-06	0.0001579811179124	6.83192170231541	14.6423287814915	12.9151174331777	2.20930228949013	1.84437131389088	5	7444395	7444606	212	-	19	17	104	58	85	78	"c(""AT5G22460.1"", ""AT5G22460.3"", ""AT5G22460.2"")"
AT5G22450+AT5G22460	E028	259.668262047634	0.0011529256027137	188.426707317234	7.01058370761864e-43	2.2900742907036e-39	18.8210328887972	28.7314011257081	1.2564969245378	5	7445018	7445286	269	-	90	116	135	439	451	410	"c(""AT5G22460.1"", ""AT5G22460.3"", ""AT5G22460.2"")"	AT5G22450+AT5G22460:E028	AT5G22450+AT5G22460	E028	70.0936264272415	0.0186737038558477	29.8304791350967	3.32961300794931e-07	2.88414801297273e-05	8.28867756183718	15.2041322403697	14.2818214409062	1.75993134670588	1.57778635741223	5	7445018	7445286	269	-	30	23	79	96	110	89	"c(""AT5G22460.1"", ""AT5G22460.3"", ""AT5G22460.2"")"
AT5G22450+AT5G22460	E031	78.7083497559998	0.0025148322177245	69.5474376421449	7.459860657220331e-17	5.726562033515191e-14	10.2475013108563	16.2300775428644	1.33892490515631	5	7445380	7445400	21	-	18	42	40	148	136	119	"c(""AT5G22460.1"", ""AT5G22460.3"", ""AT5G22460.2"")"	AT5G22450+AT5G22460:E031	AT5G22450+AT5G22460	E031	22.1537395872275	0.0275998603842135	19.5277951843224	5.74901118852987e-05	0.0020824859749412	4.10835821764073	8.54964933959613	8.34217528846364	2.11787311999242	2.046786279668	5	7445380	7445400	21	-	8	5	20	35	36	32	"c(""AT5G22460.1"", ""AT5G22460.3"", ""AT5G22460.2"")"
AT5G22450+AT5G22460	E032	70.2120163587953	0.0028233771232585	61.9054066895909	3.603587480400271e-15	2.31489031743035e-12	9.67166953498318	15.3315325801135	1.34016860970411	5	7445401	7445573	173	-	17	36	36	133	118	108	"c(""AT5G22460.1"", ""AT5G22460.3"")"	AT5G22450+AT5G22460:E032	AT5G22450+AT5G22460	E032	16.7177897008451	0.0587540017531827	16.0712889216323	0.0003237158410406	0.0080984918967202	3.01226116008132	7.55988540272281	7.37591945221638	2.65782890011287	2.58658632962533	5	7445401	7445573	173	-	3	4	12	31	28	25	"c(""AT5G22460.1"", ""AT5G22460.3"")"
AT5G22800	E009	11.3581074462535	0.0160860257161828	58.0234906866688	2.59006353156949e-14	1.51775745802238e-11	1.34282859938611	7.47661092612515	4.95836774436721	5	7620114	7620278	165	-	1	1	0	26	27	19	AT5G22800.2	AT5G22800:E009	AT5G22800	E009	11.0607376505756	0.194584069124345	14.4610072079166	0.0007241560834352	0.0149743880560693	1.52585468361411	3.99098628631555	8.21812869140047	2.77504594912593	4.86217404445726	5	7620114	7620278	165	-	2	0	9	3	13	49	AT5G22800.2
AT5G24205	E006	14.5681018688733	0.0256687973793013	11.722713068468	0.0006174187599361	0.0374673131276667	6.60613422594517	3.96707116630469	-1.47360415724306	5	8212376	8212447	72	-	19	28	23	1	11	2	AT5G24205.1	AT5G24205:E006	AT5G24205	E006	7.49495529347163	0.0242856337812981	13.350150171784	0.0012619778255563	0.0227946509251498	4.61075204572853	1.84098592698706	4.95215380167878	-2.65008558051801	0.206297813470612	5	8212376	8212447	72	-	7	14	1	1	11	13	AT5G24205.1
AT5G24400	E001	954.682044293951	0.0008538354486957	12.6192200303257	0.0003818006087639	0.0267051696872536	45.5645624320006	47.7575626954179	0.150983569933157	5	8330243	8330990	748	-	657	1024	1046	1108	1122	890	AT5G24400.1	AT5G24400:E001	AT5G24400	E001	1134.50366794662	0.0007806653092842	15.7804879480734	0.0003743782252761	0.0090715315158297	49.6445442820264	51.3520300418033	48.7554948359964	0.107396060111361	-0.0571292786491391	5	8330243	8330990	748	-	1152	1344	967	1084	995	1323	AT5G24400.1
AT5G25570+AT5G25560	E033	50.0153300496483	0.0254077073203886	13.3453862662712	0.0002590591927713	0.0199565267768126	13.3067341802848	8.87479983096179	-1.17627226506024	5	8902738	8902897	160	+	67	57	54	33	34	42	"c(""AT5G25570.2"", ""AT5G25570.1"", ""AT5G25570.3"")"	AT5G25570+AT5G25560:E033	AT5G25570+AT5G25560	E033	135.705848751467	0.0015206343609658	25.2657713984971	3.26292769632519e-06	0.000197301019386	20.5296258393032	17.7373016740472	16.0607168611235	-0.428034274948552	-0.717820997584095	5	8902738	8902897	160	+	142	166	115	129	106	164	"c(""AT5G25570.2"", ""AT5G25570.1"", ""AT5G25570.3"")"
AT5G25630	E002	631.103941520061	0.0014518129971943	11.9241276128196	0.0005541156988499	0.0347948397727745	37.122460874124	40.0883652937155	0.239079266176773	5	8947257	8947497	241	+	462	653	737	759	646	592	"c(""AT5G25630.2"", ""AT5G25630.3"", ""AT5G25630.1"")"	AT5G25630:E002	AT5G25630	E002	242.134618394451	0.0061243980828679	12.2122040713057	0.0022292233323026	0.0345570164223135	21.7668392425371	23.6340014337863	26.5758974023466	0.24237103414568	0.589422627552071	5	8947257	8947497	241	+	210	193	186	247	274	381	"c(""AT5G25630.2"", ""AT5G25630.3"", ""AT5G25630.1"")"
AT5G25980	E016	22861.6674777193	0.0001440372592176	19.4687994111023	1.02256408190251e-05	0.0014631338629496	142.280668246626	144.383994357818	0.0808720981671502	5	9075241	9075690	450	+	20783	31700	32884	17703	18479	15310	"c(""AT5G25980.3"", ""AT5G25980.1"", ""AT5G25980.2"")"	AT5G25980:E016	AT5G25980	E016	3217.99611295456	0.0006497689989018	15.8107916046101	0.000368748468955	0.0089676961998297	78.5803640369361	80.6877550657902	76.0594325557731	0.094941970464868	-0.115721477546691	5	9075241	9075690	450	+	2810	3104	3125	3197	3289	4019	"c(""AT5G25980.3"", ""AT5G25980.1"", ""AT5G25980.2"")"
AT5G26240	E023	129.976928039437	0.0015419815326081	19.7066648669224	9.0285931766319e-06	0.0013118057928732	16.2880466202478	19.6166496440606	0.545667922913906	5	9194102	9194106	5	+	84	103	118	161	170	162	AT5G26240.1	AT5G26240:E023	AT5G26240	E023	62.4911607666459	0.0031409171291127	13.8095940980241	0.0010029626098502	0.0192397751815283	10.941698018396	14.1327208967787	11.6527360643061	0.743050127404751	0.182597066251932	5	9194102	9194106	5	+	42	51	73	71	73	67	AT5G26240.1
AT5G26622	E005	355.745718613873	0.004811244500288	15.0442210888905	0.000105021320301	0.0099653419689876	31.7396624382399	27.2682841094436	-0.458182795949723	5	9356892	9357449	558	-	257	397	339	443	381	351	AT5G26622.1	AT5G26622:E005	AT5G26622	E005	269.850668915374	0.0006851331991324	12.0884412043396	0.0023715284830169	0.0361273887722982	26.8440955037017	24.6584683041009	24.4597965647863	-0.251551515050612	-0.275457567028265	5	9356892	9357449	558	-	253	247	260	289	252	335	AT5G26622.1
AT5G26742	E013	9983.83046524516	0.0003107597273799	11.6395330075158	0.0006456480989458	0.0388274001688852	113.141909648111	115.251386156846	0.0859795877196614	5	9287568	9287982	415	-	5649	8439	8851	13232	13631	11992	"c(""AT5G26742.2"", ""AT5G26742.3"", ""AT5G26742.1"")"	AT5G26742:E013	AT5G26742	E013	4947.75610826024	0.0004589905891188	13.6226276671954	0.0011012450962726	0.0206222662645014	92.9087988518255	90.8928215485965	94.5296802386544	-0.0834993951143144	0.0664283838246327	5	9287568	9287982	415	-	5047	5237	4579	4446	4552	6160	"c(""AT5G26742.2"", ""AT5G26742.3"", ""AT5G26742.1"")"
AT5G35170	E004	1961.51352766112	0.0004538570539584	32.5127670013168	1.18412082650242e-08	3.43015227345125e-06	61.2536794911055	65.8988116896955	0.254389593445723	5	13420124	13420252	129	+	1564	2074	2268	2065	2067	1844	"c(""AT5G35170.2"", ""AT5G35170.1"")"	AT5G35170:E004	AT5G35170	E004	816.368001863973	0.0017382683617844	11.5874954425732	0.003046543160038	0.0430061418365899	40.590564728157	42.9498571854764	45.1390588921283	0.174316384955949	0.328800310330555	5	13420124	13420252	129	+	600	744	805	792	959	1082	"c(""AT5G35170.2"", ""AT5G35170.1"")"
AT5G35170	E005	1125.30705807708	0.000499908255483	14.6096817741047	0.0001322334356366	0.0118793442792817	48.555168435642	51.6851839093485	0.203703777790157	5	13420322	13420456	135	+	850	1252	1364	1133	1212	1030	"c(""AT5G35170.2"", ""AT5G35170.1"")"	AT5G35170:E005	AT5G35170	E005	962.35058605162	0.0001818616163322	30.3437242140601	2.57598901515101e-07	2.32865156663675e-05	44.3013858540602	46.048258277408	48.5604739021244	0.120616161629663	0.287460378115226	5	13420322	13420456	135	+	782	837	904	952	1093	1308	"c(""AT5G35170.2"", ""AT5G35170.1"")"
AT5G35330	E008	32.1639645691944	0.0074128482141084	31.1588690957636	2.37750606442646e-08	6.57691001930442e-06	10.8800258801467	6.64900674964139	-1.42662776725869	5	13525621	13525641	21	-	39	40	50	17	19	22	"c(""AT5G35330.3"", ""AT5G35330.2"", ""AT5G35330.4"")"	AT5G35330:E008	AT5G35330	E008	37.0158248388779	0.0188216713805025	32.7721569607104	7.6492091514356e-08	8.10943040141762e-06	12.9712616781771	6.61333237988444	7.61274620269006	-1.9509706131764	-1.5440653810217	5	13525621	13525641	21	-	56	79	16	20	17	34	"c(""AT5G35330.3"", ""AT5G35330.2"", ""AT5G35330.4"")"
AT5G35630	E004	33166.2618026612	0.0001184588768849	38.1748699389061	6.46800776247215e-10	2.28283501556862e-07	158.203771784362	160.490092111758	0.0863556644846142	5	13831206	13831507	302	+	22983	33633	37221	37579	38258	33212	"c(""AT5G35630.2"", ""AT5G35630.1"", ""AT5G35630.3"")"	AT5G35630:E004	AT5G35630	E004	12344.36683261	0.0002081401894037	38.9104734319976	3.5538414639147e-09	5.30847715300193e-07	127.068200582776	125.06362361917	129.639872552779	-0.0720750307676692	0.091897806652355	5	13831206	13831507	302	+	13022	13943	11105	10905	11177	14564	"c(""AT5G35630.2"", ""AT5G35630.1"", ""AT5G35630.3"")"
AT5G37850	E003	158.717488045918	0.0015795673101479	150.57501111795	1.29800850278255e-34	2.93063596223831e-31	23.4444855014508	14.2585611846182	-1.46130664147777	5	15065480	15065512	33	+	188	226	269	80	76	86	"c(""AT5G37850.4"", ""AT5G37850.2"")"	AT5G37850:E003	AT5G37850	E003	69.594192242313	0.0267855524329873	29.6157971716807	3.70690414173874e-07	3.16098575190425e-05	16.6665557124676	8.33199344073046	10.1395059975914	-2.01253867857255	-1.44409180656252	5	15065480	15065512	33	+	141	139	37	13	35	47	"c(""AT5G37850.4"", ""AT5G37850.2"")"
AT5G37850	E004	107.954027490029	0.0019867259505902	67.2258219384473	2.42122016095219e-16	1.77014253005233e-13	18.9332606752003	12.8723432861556	-1.1280452593115	5	15065513	15065604	92	+	113	144	185	80	58	59	AT5G37850.4	AT5G37850:E004	AT5G37850	E004	78.9542686341766	0.04312939927438	17.5431722606058	0.0001550774124898	0.0045600547326854	17.1412486890484	8.89616765549857	12.1664872497501	-1.90489263084292	-0.997578814797915	5	15065513	15065604	92	+	155	141	43	14	47	72	AT5G37850.4
AT5G39340+AT5G39350	E016	236.691135169052	0.006632876509995	35.834717332289	2.14786229314516e-09	7.10692452298655e-07	20.5366839929553	27.5935880919916	0.878156122308256	5	15750892	15752962	2071	+	109	188	208	336	292	340	AT5G39350.1	AT5G39340+AT5G39350:E016	AT5G39340+AT5G39350	E016	296.61028830596	0.0007750001977769	27.8691127624443	8.8776711944822e-07	6.64335623054018e-05	27.9369115806776	24.1203391664499	27.5315086830179	-0.43533043884123	-0.0434768092945266	5	15750892	15752962	2071	+	324	305	246	248	276	411	AT5G39350.1
AT5G40810	E004	32.6915756803224	0.0213695254505394	38.8352743354728	4.6111937567064006e-10	1.66186990015759e-07	5.15901151516238	11.3546488263067	2.28407626081044	5	16340260	16340588	329	+	10	7	10	82	53	47	AT5G40810.2	AT5G40810:E004	AT5G40810	E004	42.4199015663213	0.0219939895684711	18.7247228953072	8.58970177171976e-05	0.0028589971577184	6.71470957434838	10.9492484068912	12.0203086978685	1.41521478912912	1.6859274996789	5	16340260	16340588	329	+	20	15	50	46	43	93	AT5G40810.2
AT5G40890	E008	456.238846413503	0.0019956243969219	12.0737847367521	0.0005113578530976	0.0328169897137474	31.5896369218736	34.7033080711609	0.286897957733885	5	16384821	16385424	604	-	343	425	549	475	506	477	AT5G40890.1	AT5G40890:E008	AT5G40890	E008	737.546686888092	0.0002760115196691	23.3213614216061	8.62642224385242e-06	0.0004488958381073	41.0501171290939	38.8312482476282	42.3812096819872	-0.170509107814302	0.0984433460606091	5	16384821	16385424	604	-	512	591	707	778	859	1076	AT5G40890.1
AT5G41340	E005	67.0247798087623	0.0449332304849449	11.8155015693737	0.0005873960637867	0.0362909125445392	9.99306536610831	15.4142262266127	1.26107520336546	5	16539351	16539733	383	-	40	18	52	104	100	101	AT5G41340.2	AT5G41340:E005	AT5G41340	E005	95.0469140596321	0.0017662139718873	33.2698601324682	5.96405535104209e-08	6.55388162737796e-06	11.5486382758778	15.6854675441263	16.4588636543697	0.8899503004942	1.03026474872598	5	16539351	16539733	383	-	39	44	108	109	130	158	AT5G41340.2
AT5G41350	E006	9.15006493665923	0.0228446620859979	20.9195373077335	4.78984346738525e-06	0.0007604805248683	2.79767126344964	6.3792969798024	2.38086309515857	5	16543386	16543856	471	-	0	5	4	22	17	12	AT5G41350.2	AT5G41350:E006	AT5G41350	E006	3.96947472414268	0.061945493076154	11.7061396923806	0.0028710718667749	0.0412512551085955	1.13323113269917	2.71098674139057	4.51326796687516	2.5171043713222	3.98856986703113	5	16543386	16543856	471	-	0	1	4	2	11	7	AT5G41350.2
AT5G41520	E003	5057.23185677375	0.0001060592435366	15.9199258851678	6.60793736303068e-05	0.0068734188573584	92.3477211423771	90.4932310301738	-0.0824943350039433	5	16609787	16609913	127	-	2842	4434	5043	6810	6413	5780	"c(""AT5G41520.1"", ""AT5G41520.2"")"	AT5G41520:E003	AT5G41520	E003	3985.15629470048	0.0001288369876169	13.0145493980146	0.0014925418110182	0.0256881434775551	85.0733043919973	87.0589026589447	84.0580873236054	0.0853444151189091	-0.044088801671359	5	16609787	16609913	127	-	3694	3695	4128	3928	3714	5020	"c(""AT5G41520.1"", ""AT5G41520.2"")"
AT5G41950+AT5G41960	E020	108.133145358212	0.0022279614365708	19.1308140633792	1.22058270104368e-05	0.0016974280986525	17.9835105531508	14.8657130330648	-0.557207108175434	5	16790470	16790492	23	+	91	121	155	88	112	86	AT5G41960.1	AT5G41950+AT5G41960:E020	AT5G41950+AT5G41960	E020	144.643426685353	0.0008996602993935	15.0210270832594	0.0005472999552224	0.0121258083377906	20.6021446504071	17.7110840885723	17.4691093452123	-0.442703404103779	-0.482889924529997	5	16790470	16790492	23	+	159	175	129	118	133	159	AT5G41960.1
AT5G41950+AT5G41960	E021	124.379949824505	0.0019134652294064	13.972180577708	0.0001855356746453	0.0154840959944034	18.9420967555505	16.349085672133	-0.431769833464828	5	16790493	16790545	53	+	100	136	172	116	136	95	"c(""AT5G41960.2"", ""AT5G41960.1"")"	AT5G41950+AT5G41960:E021	AT5G41950+AT5G41960	E021	193.746106947531	0.0015465981314243	20.0842835852933	4.35264485214508e-05	0.0016722309947111	23.9713717622012	19.5880136615675	20.7841280373327	-0.593738619472788	-0.419918646075224	5	16790493	16790545	53	+	213	242	141	162	194	221	"c(""AT5G41960.2"", ""AT5G41960.1"")"
AT5G42030	E005	1842.37039829472	0.0005068673747225	28.9358740493328	7.4814411840096e-08	1.87021955102523e-05	63.4056449690346	59.63310028049	-0.211251354053951	5	16811765	16811856	92	-	1612	2201	2398	1749	1584	1525	"c(""AT5G42030.1"", ""AT5G42030.3"", ""AT5G42030.4"", ""AT5G42030.2"")"	AT5G42030:E005	AT5G42030	E005	750.872229773185	0.000306174514204	13.9301150784178	0.0009443085992942	0.0183626067921576	41.9361281360935	42.2846690858011	39.7207805626232	0.0255644235470367	-0.166975738010992	5	16811765	16811856	92	-	747	811	711	712	675	888	"c(""AT5G42030.1"", ""AT5G42030.3"", ""AT5G42030.4"", ""AT5G42030.2"")"
AT5G42270	E001	32652.1391127853	5.74361713080574e-05	24.9662726906663	5.83420213356457e-07	0.0001164792007238	158.22766360206	159.234314768185	0.038042955955925	5	16902475	16903948	1474	+	23456	33473	36258	36915	37031	32156	AT5G42270.1	AT5G42270:E001	AT5G42270	E001	11245.2954127345	0.0008374446025112	17.8534332438886	0.0001327933201922	0.0040363170353495	123.687954592665	120.039884157099	126.895364480414	-0.132775978548148	0.115574237971204	5	16902475	16903948	1474	+	11993	12294	10381	10140	10182	12976	AT5G42270.1
AT5G42390	E024	1580.99052516107	0.0001679285449771	12.5922072181421	0.0003873584239345	0.0269420423747955	59.228499147036	57.0427917134693	-0.12732487655253	5	16952150	16952251	102	+	1092	1568	1719	1796	1844	1650	AT5G42390.1	AT5G42390:E024	AT5G42390	E024	1579.37941177498	0.0004418229258528	12.7882787582585	0.001671323620884	0.027944530941181	57.3000343242086	59.8105893745523	56.5042771807401	0.140365385546431	-0.0454834190746727	5	16952150	16952251	102	+	1489	1558	1671	1656	1456	1674	AT5G42390.1
AT5G42390	E025	1964.67136419818	0.0002987223012168	11.9210823689085	0.0005550222364935	0.0348232791045595	64.8511424497708	62.476875232106	-0.129871188738885	5	16952330	16952480	151	+	1424	1876	2132	2304	2298	1962	AT5G42390.1	AT5G42390:E025	AT5G42390	E025	1504.0492771481	0.0004491911651831	11.4251645442006	0.0033041293581734	0.045504378159615	56.5177396037956	58.3074642318498	55.0553461981432	0.101593221937479	-0.084896713782749	5	16952330	16952480	151	+	1482	1471	1563	1577	1362	1592	AT5G42390.1
AT5G43900+AT5G43910	E057	103.953404490656	0.0033141020956053	11.012466529154	0.0009050113707933	0.0493768286275398	17.4601037824629	14.7529428641297	-0.492790899545711	5	17668386	17668512	127	-	76	132	152	86	90	95	"c(""AT5G43910.4"", ""AT5G43910.5"", ""AT5G43910.3"", ""AT5G43910.2"", ""AT5G43910.1"")"	AT5G43900+AT5G43910:E057	AT5G43900+AT5G43910	E057	113.548008894913	0.0048947512279148	20.7610425301126	3.10310803111167e-05	0.0012724816643162	19.1331783636415	14.0112242976746	15.9814517616836	-0.908832603530785	-0.525773099354968	5	17668386	17668512	127	-	146	138	68	80	129	126	"c(""AT5G43910.4"", ""AT5G43910.5"", ""AT5G43910.3"", ""AT5G43910.2"", ""AT5G43910.1"")"
AT5G43930	E019	18.2589564325689	0.013177288894547	11.115600210994	0.0008560461717489	0.047327608479877	8.19864287772771	5.5404905280981	-1.13354333131285	5	17680584	17680608	25	+	14	19	33	12	18	15	"c(""AT5G43930.4"", ""AT5G43930.3"")"	AT5G43930:E019	AT5G43930	E019	34.1276808962922	0.0120813815527343	12.7142454149784	0.0017343497711674	0.0287290423275789	11.2268438826178	8.78808820602671	7.50835440259391	-0.70949724518946	-1.16481403576275	5	17680584	17680608	25	+	41	33	26	44	24	37	"c(""AT5G43930.4"", ""AT5G43930.3"")"
AT5G43940	E011	2109.05040666122	0.0002948160901261	13.49220027306	0.0002395571298694	0.0188321226593676	64.5688503762497	66.84201747394	0.121764384924404	5	17686263	17686528	266	+	1356	2199	2439	2468	2449	2054	"c(""AT5G43940.2"", ""AT5G43940.1"")"	AT5G43940:E011	AT5G43940	E011	3244.95842646216	0.000156960331049	35.7567100982666	1.72000241487091e-08	2.18065033434452e-06	78.9858640786075	80.3845219425122	76.3205928090161	0.0629852477160622	-0.122011084198746	5	17686263	17686528	266	+	3361	3589	3071	2952	3048	3552	"c(""AT5G43940.2"", ""AT5G43940.1"")"
AT5G44020+AT5G44030	E006	82.8976496290019	0.0027740744062457	71.4326889602356	2.8687972763078e-17	2.33040447529914e-14	11.2791807029748	16.9028288656946	1.17933773411986	5	17714858	17715050	193	+	31	60	47	143	125	116	"c(""AT5G44030.1"", ""AT5G44030.2"")"	AT5G44020+AT5G44030:E006	AT5G44020+AT5G44030	E006	37.2798808249733	0.0049968809306594	42.1305752847004	7.10332715448629e-10	1.23543829789449e-07	8.3354303817799	7.09970660511405	12.5340333423895	-0.464102718968782	1.18213285096834	5	17714858	17715050	193	+	20	25	25	24	56	88	"c(""AT5G44030.1"", ""AT5G44030.2"")"
AT5G44020+AT5G44030	E007	100.08155253077	0.0027289490515761	59.5188044537012	1.2113112991799601e-14	7.29304406914114e-12	13.0426668814015	18.1462283964841	0.965041662848455	5	17715131	17715249	119	+	43	71	71	147	172	125	"c(""AT5G44030.1"", ""AT5G44030.2"")"	AT5G44020+AT5G44030:E007	AT5G44020+AT5G44030	E007	40.0345452521501	0.004307052441844	35.9519559756346	1.56002641862652e-08	1.99931004825246e-06	8.51828139688351	7.85440726480456	12.666972411264	-0.234751427792877	1.14997892453345	5	17715131	17715249	119	+	21	26	29	31	58	89	"c(""AT5G44030.1"", ""AT5G44030.2"")"
AT5G44020+AT5G44030	E009	138.680753150476	0.0013162149145875	68.3765789086752	1.3507234255539499e-16	1.00668236662766e-13	15.9280452730326	20.8350650709697	0.788678989956883	5	17715337	17715406	70	+	69	92	116	208	200	180	"c(""AT5G44030.1"", ""AT5G44030.2"")"	AT5G44020+AT5G44030:E009	AT5G44020+AT5G44030	E009	31.83944056073	0.0039475788682766	23.1238993742473	9.52158066100415e-06	0.0004852716288644	8.1492706809853	7.02693887612415	10.8856795637312	-0.428538799807427	0.838402653273739	5	17715337	17715406	70	+	20	23	23	25	50	58	"c(""AT5G44030.1"", ""AT5G44030.2"")"
AT5G44290	E005	94.0981745771141	0.0028796080993043	11.2448826847718	0.0007984283953066	0.0451035153626124	16.548840405304	13.9454880687918	-0.49993911921251	5	17840888	17840969	82	-	88	98	135	88	75	79	AT5G44290.6	AT5G44290:E005	AT5G44290	E005	43.3774197550994	0.0035016165748039	11.5716445628799	0.0030707842885087	0.0432220143648939	12.4479269502459	9.17173040999268	9.46854371899772	-0.885392459957437	-0.793173880569874	5	17840888	17840969	82	-	42	43	44	33	42	61	AT5G44290.6
AT5G44290	E006	1395.65046284316	0.0003149282910811	36.8208712071206	1.29496484634516e-09	4.4083359835781e-07	53.2355241467277	57.0200612009338	0.2291841823069	5	17840970	17841293	324	-	961	1324	1518	1694	1678	1380	"c(""AT5G44290.3"", ""AT5G44290.2"", ""AT5G44290.4"", ""AT5G44290.1"", ""AT5G44290.6"", ""AT5G44290.5"")"	AT5G44290:E006	AT5G44290	E006	1116.79654086541	0.000279389116534	36.3708502270018	1.26523215926495e-08	1.65750815221349e-06	46.9085764855953	50.2518720338892	48.822102743837	0.21718292198292	0.125821658786419	5	17840970	17841293	324	-	620	690	1272	1276	1314	1684	"c(""AT5G44290.3"", ""AT5G44290.2"", ""AT5G44290.4"", ""AT5G44290.1"", ""AT5G44290.6"", ""AT5G44290.5"")"
AT5G44290	E011	428.333217316024	0.0014652578741879	64.9695242628838	7.60654201838315e-16	5.2605062886593e-13	35.325298495392	28.4443429381106	-0.658423137191562	5	17842387	17842671	285	-	351	551	647	380	374	288	"c(""AT5G44290.3"", ""AT5G44290.2"", ""AT5G44290.4"", ""AT5G44290.1"", ""AT5G44290.7"", ""AT5G44290.6"", ""AT5G44290.5"")"	AT5G44290:E011	AT5G44290	E011	286.462457448055	0.0050180174421735	29.1622649163085	4.65044629681836e-07	3.84585641299039e-05	31.0462809613417	22.472755247835	25.1149846393292	-0.959001673413985	-0.630983422769981	5	17842387	17842671	285	-	270	276	275	195	325	415	"c(""AT5G44290.3"", ""AT5G44290.2"", ""AT5G44290.4"", ""AT5G44290.1"", ""AT5G44290.7"", ""AT5G44290.6"", ""AT5G44290.5"")"
AT5G44290	E012	785.144243362313	0.000431713974487	112.614587108701	2.62072511244693e-26	3.86884544724977e-23	45.8797595392587	38.7662566565122	-0.531447349729493	5	17842765	17843307	543	-	672	941	1109	705	665	634	"c(""AT5G44290.3"", ""AT5G44290.2"", ""AT5G44290.4"", ""AT5G44290.1"", ""AT5G44290.7"", ""AT5G44290.6"", ""AT5G44290.5"")"	AT5G44290:E012	AT5G44290	E012	495.984253863414	0.0057514939564279	50.1340527302721	1.2987596034698498e-11	3.2931820781801e-09	41.4239698918482	27.8555708266157	33.1410837349098	-1.19909927163058	-0.679189483039021	5	17842765	17843307	543	-	485	517	415	315	636	665	"c(""AT5G44290.3"", ""AT5G44290.2"", ""AT5G44290.4"", ""AT5G44290.1"", ""AT5G44290.7"", ""AT5G44290.6"", ""AT5G44290.5"")"
