groupID	featureID	exonBaseMean	dispersion	stat	pvalue	padj	Col_0	fio1	log2fold_fio1_Col_0	abs_logFC	genomicData.seqnames	genomicData.start	genomicData.end	genomicData.width	genomicData.strand	countData.Cai_Col.0_1.bam	countData.Cai_Col.0_2.bam	countData.Cai_Col.0_3.bam	countData.Cai_fio1_1.bam	countData.Cai_fio1_2.bam	countData.Cai_fio1_3.bam	transcripts
AT5G03070	E008	32.5955488830475	0.00550498211054563	11.2230302831456	0.000807884729494043	0.0455172633098056	7.72127287256745	10.190140183453	0.80391639456627	0.80391639456627	5	720343	720445	103	-	11	25	26	54	47	43	AT5G03070.1
AT3G26690	E006	54.1100848676156	0.00409180418872148	18.2888173646759	1.8981817194623E-05	0.00246972745244955	9.94543873934384	13.1125955991459	0.803287630305809	0.803287630305809	3	9805409	9805472	64	-	32	36	41	75	76	74	AT3G26690.2
AT1G16330	E010	34.0098165677383	0.00516309715157533	12.5205800685582	0.000402493910438635	0.0276858826476898	10.6225151899409	8.05286780454441	-0.80278009031835	0.80278009031835	1	5584693	5584783	91	-	27	40	36	31	34	37	AT1G16330.1
AT5G05960+AT5G05950	E001	560.916102326696	0.00691385925470395	67.9064553860801	1.71438973230056E-16	1.26543392115435E-13	41.4863298770231	32.0043755885611	-0.801432614703891	0.801432614703891	5	1788738	1789537	800	+	457	514	708	700	520	503	AT5G05950.1
AT1G27450	E004	370.551963257661	0.000509424837090798	136.799230154272	1.33414853892901E-31	2.52878796520705E-28	33.5458701466503	25.7293121143783	-0.800659116922635	0.800659116922635	1	9532179	9532201	23	+	351	463	528	299	292	278	"c(""AT1G27450.2"", ""AT1G27450.4"", ""AT1G27450.1"", ""AT1G27450.3"")"
AT1G07320	E002	51.0389243693357	0.00578051704278558	13.9437447481338	0.000188363392729432	0.0156490431199944	12.9180107399153	9.80663956590396	-0.80052343117492	0.80052343117492	1	2249133	2249133	1	+	38	78	66	51	43	34	"c(""AT1G07320.1"", ""AT1G07320.2"")"
AT4G13670	E007	46.8993382504862	0.00502940790921516	14.8031130249172	0.000119338340427815	0.0109871940787816	12.511318032765	9.49700519343929	-0.800461591043901	0.800461591043901	4	7950389	7950550	162	+	36	53	58	45	60	34	AT4G13670.3
AT4G08980	E005	104.465565071899	0.00231825391969844	32.0953188958655	1.46790581918336E-08	4.18898848362865E-06	18.5980213614039	14.1483311345101	-0.80018154239741	0.80018154239741	4	5758393	5758484	92	+	75	118	121	122	111	91	"c(""AT4G08980.2"", ""AT4G08980.1"")"
AT3G26890+AT3G26900	E014	134.706167737632	0.00367404751563534	25.4685182706805	4.49660731425077E-07	9.31665480373712E-05	15.990816128177	20.9718739266279	0.7964981340732	0.7964981340732	3	9911415	9911606	192	-	103	137	124	139	181	135	"c(""AT3G26890.2"", ""AT3G26890.1"", ""AT3G26890.7"", ""AT3G26890.3"", ""AT3G26890.8"", ""AT3G26890.6"")"
AT1G29970+AT1G29965	E013	462.918196369915	0.000629649619050727	162.299377835354	3.55863676772762E-37	9.10595838248703E-34	37.7317061639237	29.0713643443658	-0.796217829970004	0.796217829970004	1	10501137	10501427	291	-	387	565	567	465	419	388	"c(""AT1G29970.3"", ""AT1G29970.1"", ""AT1G29970.2"")"
AT1G17780	E004	43.8972872915826	0.00425354709632103	14.3571685212434	0.000151202904020711	0.0131525109656089	11.6318685120961	8.8416705607905	-0.795761800949753	0.795761800949753	1	6123673	6123714	42	+	50	52	63	28	30	34	"c(""AT1G17780.3"", ""AT1G17780.2"", ""AT1G17780.5"", ""AT1G17780.4"")"
AT1G14990+AT1G14980	E010	260.749080329208	0.000723146059044851	95.076387285548	1.83178713744821E-22	2.09876327770465E-19	28.944833628662	22.1706311460845	-0.795692692859605	0.795692692859605	1	5167798	5167879	82	-	194	284	293	305	273	239	"c(""AT1G14990.1"", ""AT1G14990.2"")"
AT4G36940	E003	162.188663489619	0.00207699609204776	46.8724571120193	7.57599800498003E-12	3.53538897782548E-09	22.9896724788276	17.5587427906274	-0.79441357726887	0.79441357726887	4	17417382	17417501	120	+	114	163	172	180	180	180	AT4G36940.1
AT3G15353	E001	490.948508102713	0.0169241291083823	11.6236846351113	0.000651172744662499	0.0390484590255315	30.0669698047849	38.9629006320749	0.7943618394519	0.7943618394519	3	5180642	5180666	25	-	320	458	500	566	773	416	AT3G15353.2
AT3G01500+AT3G01510	E014	488.562379222693	0.00709268807639868	28.1144127723987	1.14351093113163E-07	2.71349665002533E-05	29.721938527752	38.5278909155847	0.794290606027033	0.794290606027033	3	196848	197564	717	-	210	455	434	736	668	560	AT3G01500.4
AT1G01520+AT1G01510	E016	46.9991241958346	0.0108260762577924	13.1328697152792	0.000290160000677614	0.0216569105026904	9.36310054685646	12.3087363934223	0.794140377128058	0.794140377128058	1	191780	191889	110	+	18	33	45	73	81	48	"c(""AT1G01520.4"", ""AT1G01520.2"", ""AT1G01520.1"", ""AT1G01520.3"", ""AT1G01520.5"")"
AT2G09685+AT2G09680+AT2G09690+AT2G09700+AT2G46192+AT2G09695	E010	67.1657591245197	0.00821340952015169	16.2085939179671	5.67361468438131E-05	0.00605330133768633	11.1314494623245	14.6230399760186	0.794090473775878	0.794090473775878	2	18973915	18974055	141	+	37	60	40	104	99	77	"c(""AT2G46192.1"", ""AT2G09700.1"")"
AT5G54260	E018	60.6636576560237	0.0027924217423711	15.9824527262313	6.39323175690421E-05	0.0066849093894649	9.70744268028943	12.7586993277922	0.793888319565627	0.793888319565627	5	22036217	22036330	114	+	16	19	35	112	108	97	"c(""AT5G54260.2"", ""AT5G54260.1"")"
AT1G13770	E019	36.1594044466481	0.00803665296699112	11.1801719454751	0.000826761102561683	0.046291988357511	8.38816000910495	11.0296916745296	0.793863670786919	0.793863670786919	1	4724247	4724515	269	+	18	38	38	49	51	32	"c(""AT1G13770.1"", ""AT1G13770.4"", ""AT1G13770.2"", ""AT1G13770.3"")"
AT5G59890	E005	112.421435788523	0.00251730824240926	31.618957723149	1.87589331668276E-08	5.28451194330834E-06	14.3401565760928	18.7922764817588	0.791441997861148	0.791441997861148	5	24122675	24123088	414	+	63	75	88	151	173	147	AT5G59890.2
AT1G14685	E008	37.6253101906475	0.00528784297475084	12.3667730941858	0.000437042314307912	0.0292753518829379	8.3906867890571	11.0207571096169	0.790638036764396	0.790638036764396	1	5044075	5044294	220	+	20	23	37	47	58	49	"c(""AT1G14685.2"", ""AT1G14685.3"", ""AT1G14685.1"")"
AT3G56210	E002	84.0000644552694	0.00230807430286293	28.2730509459287	1.05352538705539E-07	2.51943539991612E-05	16.4726995777451	12.5649247512318	-0.790036071978871	0.790036071978871	3	20852385	20852709	325	-	75	101	109	69	82	68	"c(""AT3G56210.5"", ""AT3G56210.4"", ""AT3G56210.2"")"
AT4G28706+AT4G28710	E005	194.527709804342	0.00603110562083257	25.5953983246412	4.21042293680319E-07	8.8309594738715E-05	23.3467681161844	17.8662139418748	-0.789228078942076	0.789228078942076	4	14167969	14167974	6	+	250	272	285	97	109	110	"c(""AT4G28706.4"", ""AT4G28706.3"", ""AT4G28706.2"")"
AT5G44020+AT5G44030	E009	138.680753150476	0.00131621491458757	68.3765789086752	1.35072342555395E-16	1.00668236662766E-13	15.9280452730326	20.8350650709697	0.788678989956883	0.788678989956883	5	17715337	17715406	70	+	69	92	116	208	200	180	"c(""AT5G44030.1"", ""AT5G44030.2"")"
AT1G06680+AT1G06670	E003	219.023586322564	0.00135964199920962	141.856123524202	1.04554044034181E-32	2.1402909840757E-29	20.1658386062049	26.2968955848975	0.78768731921274	0.78768731921274	1	2040881	2040971	91	+	122	189	179	287	318	262	"c(""AT1G06670.1"", ""AT1G06670.2"")"
AT5G65205+AT5G65207	E005	181.038315241842	0.00968654277642493	25.8045839645345	3.77790161561141E-07	8.01134302548094E-05	23.4922630363511	17.989276518469	-0.787529764469018	0.787529764469018	5	26052208	26052717	510	-	172	204	322	128	114	140	AT5G65207.1
AT1G50460	E006	126.613870166217	0.0102927135515813	16.1096964443103	5.97771894893269E-05	0.00631196141836063	15.567710424291	20.3539760940608	0.786652916950382	0.786652916950382	1	18696150	18696305	156	+	88	147	146	110	129	149	"c(""AT1G50460.2"", ""AT1G50460.3"", ""AT1G50460.1"")"
AT1G67800	E018	67.8333192571332	0.00522359218248047	18.0510568881024	2.15059225264987E-05	0.00273554621830435	11.3348796305999	14.8489201760062	0.786224172612517	0.786224172612517	1	25423288	25423430	143	-	50	46	66	93	86	74	"c(""AT1G67800.5"", ""AT1G67800.2"")"
AT3G24180+AT3G24170	E027	238.470997141372	0.00140189343101701	60.8030333656247	6.30806487245931E-15	3.93689918645804E-12	27.4201800066766	21.0512308349671	-0.786203016156257	0.786203016156257	3	8736727	8736788	62	-	206	269	343	213	220	186	"c(""AT3G24180.1"", ""AT3G24180.2"")"
AT3G47010+AT3G47000	E028	49.8913803286909	0.00419505108471514	13.6598117856774	0.000219093459903893	0.0175956429871776	12.1886954973363	9.29862308167236	-0.785667980350221	0.785667980350221	3	17319350	17319531	182	-	48	77	84	36	34	19	"c(""AT3G47010.1"", ""AT3G47010.4"", ""AT3G47010.2"")"
AT3G26090+AT3G26085	E019	88.5103307800985	0.00387455885263376	25.1999929950958	5.16823852545554E-07	0.000104957627091692	16.8277626922952	12.8612354760956	-0.784641850713536	0.784641850713536	3	9533615	9533678	64	+	73	125	119	79	69	68	"c(""AT3G26090.1"", ""AT3G26090.2"")"
AT4G18140+AT4G18130	E012	52.9195126508534	0.00566970306781258	17.901142764238	2.32681352075307E-05	0.00292336890213763	12.9646225631149	9.90521150488237	-0.782001614173494	0.782001614173494	4	10047251	10047324	74	-	50	64	80	36	54	33	"c(""AT4G18140.4"", ""AT4G18140.6"", ""AT4G18140.5"")"
AT4G31610	E005	59.614313249655	0.00364805874253322	15.1357429780339	0.000100050979934946	0.00960051684338266	8.6802194566273	11.3661018640252	0.781994682284423	0.781994682284423	4	15318493	15318861	369	+	10	21	10	124	115	103	"c(""AT4G31610.1"", ""AT4G31610.2"")"
AT2G19385+AT2G19380	E006	131.73998584504	0.0103281578400965	16.8156059388858	4.11931472106858E-05	0.00467779873613653	20.7793331710732	15.9214785503317	-0.781979188559208	0.781979188559208	2	8385443	8386932	1490	+	93	140	154	172	145	104	AT2G19380.1
AT1G10360+AT1G10370	E001	1425.83475081711	0.00255218716134315	89.5583246204622	2.9773037513072E-21	3.17434336762635E-18	62.2230054971024	49.2668410973788	-0.780946307186733	0.780946307186733	1	3395551	3396100	550	-	1107	1632	1802	1551	1309	1249	AT1G10360.1
AT5G44020+AT5G44030	E018	261.753920035918	0.000784342421929641	122.825453891372	1.52272265720237E-28	2.59759566178089E-25	21.7386055470622	28.2494608719435	0.780731382944132	0.780731382944132	5	17718977	17719564	588	+	146	189	186	394	373	335	"c(""AT5G44030.3"", ""AT5G44030.1"", ""AT5G44030.2"")"
AT4G32060+AT4G32050	E008	51.0713101454807	0.00506119097767942	15.1505736495271	9.9268147625148E-05	0.00953732084160761	9.86809509104555	12.9103676185766	0.78068242587548	0.78068242587548	4	15498570	15498766	197	+	30	46	46	57	66	69	AT4G32050.1
AT5G58350+AT5G58340	E008	61.8260320807272	0.010573446771226	11.3070868525957	0.000772118183120258	0.0440740360370391	10.7815070135087	14.0974981333158	0.780079551205107	0.780079551205107	5	23584828	23584994	167	+	36	45	53	108	76	66	AT5G58350.1
AT3G46960	E021	46.6104623868373	0.0045159650602074	14.3078379590957	0.000155217245171177	0.0134559591480129	12.1721456316272	9.30748112801842	-0.778956636162914	0.778956636162914	3	17296556	17296624	69	-	44	66	60	41	43	25	"c(""AT3G46960.1"", ""AT3G46960.2"", ""AT3G46960.3"")"
AT1G72330+AT1G72340	E009	102.164829412166	0.00166156200598045	34.7723871021038	3.70592569457964E-09	1.17313561214188E-06	12.6544171859279	16.5255087890668	0.778753820603727	0.778753820603727	1	27234899	27235003	105	+	34	38	49	194	176	157	"c(""AT1G72330.1"", ""AT1G72330.2"", ""AT1G72330.3"")"
AT3G57530	E004	99.9933988104095	0.00790997113186066	16.3962797438939	5.13859865532996E-05	0.00559524150037453	13.5850918657133	17.7317486920081	0.778557901515172	0.778557901515172	3	21297376	21297469	94	-	64	82	59	128	158	124	AT3G57530.2
AT1G48410	E003	80.5495308323851	0.0094326407269483	13.4325176748657	0.000247299998136791	0.0192828688237387	12.3538482214846	16.1265180371754	0.777174524997513	0.777174524997513	1	17886083	17886232	150	-	41	57	81	129	119	78	"c(""AT1G48410.1"", ""AT1G48410.2"")"
AT4G12020	E023	54.951216240375	0.00292179897953598	20.5161160289773	5.91312871614068E-06	0.000918869080758177	13.2969697555942	10.177229830389	-0.777115480424543	0.777115480424543	4	7208516	7208563	48	+	49	67	76	49	48	41	"c(""AT4G12020.9"", ""AT4G12020.1"", ""AT4G12020.8"", ""AT4G12020.6"", ""AT4G12020.2"", ""AT4G12020.7"", ""AT4G12020.4"", ""AT4G12020.5"")"
AT1G03290	E005	37.2350861054593	0.00528275000292429	11.9827596000461	0.000536950084837863	0.0340230897751371	8.47353434919498	11.0766731691205	0.776878306245853	0.776878306245853	1	807511	807591	81	+	25	26	43	43	51	41	"c(""AT1G03290.3"", ""AT1G03290.2"", ""AT1G03290.6"", ""AT1G03290.5"")"
AT4G32590	E005	1063.06282870177	0.000285717989772895	383.458445601163	2.19792133175155E-85	3.37446862063815E-81	51.0110947766397	40.0079750740811	-0.776220963177096	0.776220963177096	4	15721694	15721807	114	+	1157	1654	1858	570	548	469	"c(""AT4G32590.5"", ""AT4G32590.2"", ""AT4G32590.1"", ""AT4G32590.4"", ""AT4G32590.3"")"
AT3G11820	E004	56.4213723954899	0.0080936664195821	13.853641658712	0.000197613408304752	0.0162243778486784	10.4531289771502	13.644280025649	0.774613447680598	0.774613447680598	3	3730966	3731251	286	-	35	61	58	67	52	72	"c(""AT3G11820.2"", ""AT3G11820.1"")"
AT4G18140+AT4G18130	E013	59.1165890243565	0.00266918317686093	23.6764816456522	1.13966794859387E-06	0.000210949639264614	13.6465425837858	10.4572147385636	-0.773962480314738	0.773962480314738	4	10047325	10047469	145	-	57	76	82	48	45	44	"c(""AT4G18140.4"", ""AT4G18140.2"", ""AT4G18140.3"", ""AT4G18140.1"", ""AT4G18140.6"", ""AT4G18140.5"")"
AT2G24520	E006	61.9532253696822	0.00308475891889174	20.3876045939343	6.32380813929665E-06	0.000967990292747971	10.5998664975112	13.823406806797	0.772164856924877	0.772164856924877	2	10415715	10415951	237	+	32	38	45	88	93	89	"c(""AT2G24520.3"", ""AT2G24520.2"", ""AT2G24520.1"")"
AT3G26090+AT3G26085	E020	143.541281314311	0.00203213747549359	42.9472580049255	5.623566579396E-11	2.39829493592963E-08	21.3102470105405	16.3910747595833	-0.771448291344406	0.771448291344406	3	9533760	9533844	85	+	119	193	201	126	124	103	"c(""AT3G26090.1"", ""AT3G26090.2"")"
AT5G53470+AT5G53460	E030	111.558682489901	0.00161726524387369	35.2947860564003	2.83389716866602E-09	9.15975225905881E-07	18.6125537890366	14.3026888141196	-0.770831417022509	0.770831417022509	5	21711858	21711949	92	+	104	144	168	86	81	83	AT5G53470.1
AT3G08840	E028	83.5059426494943	0.00340889365519257	20.1359349013849	7.212869558307E-06	0.00107932930144919	12.0409419676141	15.6835653127507	0.770342775920184	0.770342775920184	3	2683281	2683387	107	-	37	48	47	134	150	109	AT3G08840.12
AT2G06025	E003	41.3159962946028	0.005732815303135	11.7465026361041	0.00060957674512843	0.037202269615139	11.1459483542127	8.54672090032815	-0.770075914394092	0.770075914394092	2	2348136	2348248	113	+	47	51	65	31	27	22	"c(""AT2G06025.4"", ""AT2G06025.2"", ""AT2G06025.1"", ""AT2G06025.3"")"
AT4G26530+AT4G26520+AT4G26510	E009	196.658294345101	0.00188212808528624	100.640340372495	1.10298281232108E-23	1.3439758029814E-20	19.3805790001078	25.126642065502	0.768729352320487	0.768729352320487	4	13385862	13385958	97	+	136	178	210	261	211	208	"c(""AT4G26510.3"", ""AT4G26510.4"", ""AT4G26510.1"", ""AT4G26510.2"")"
AT1G14990+AT1G14980	E011	383.677450203857	0.00214964371865981	69.5604771913922	7.41070623861689E-17	5.7174157226877E-14	34.6156341826608	26.8661676057647	-0.767453370574794	0.767453370574794	1	5168033	5168264	232	-	281	405	438	472	374	368	"c(""AT1G14990.1"", ""AT1G14990.2"")"
AT4G28706+AT4G28710	E004	238.438877680591	0.00831047983025416	20.6516989358762	5.50882828421569E-06	0.000862151280811045	25.7506622914137	19.8807038780991	-0.766917208811723	0.766917208811723	4	14167755	14167887	133	+	303	324	359	116	132	144	"c(""AT4G28706.4"", ""AT4G28706.3"", ""AT4G28706.2"", ""AT4G28706.1"")"
AT5G22450+AT5G22460	E005	157.881386584749	0.00566364663636091	19.6256790169084	9.41946758375397E-06	0.00136174280426907	22.5689225339461	17.3974277877901	-0.766716513040219	0.766716513040219	5	7438268	7438338	71	-	118	200	177	189	137	138	"c(""AT5G22450.1"", ""AT5G22450.2"", ""AT5G22450.3"")"
AT1G07890	E009	144.996767916355	0.00526801064947194	23.6033948417862	1.18378483362055E-06	0.000218183055829248	16.3640459836379	21.2370205217177	0.766108165653447	0.766108165653447	1	2437725	2437741	17	+	77	115	102	190	235	182	"c(""AT1G07890.3"", ""AT1G07890.5"", ""AT1G07890.2"", ""AT1G07890.4"", ""AT1G07890.8"", ""AT1G07890.7"")"
AT4G25050	E007	65.7994970050822	0.00335204566375928	18.2484675852314	1.93881866166399E-05	0.00251195636392635	14.3222246316399	11.0107609182384	-0.765107932306174	0.765107932306174	4	12871317	12871564	248	+	53	100	104	50	55	36	AT4G25050.1
AT1G51670+AT1G51660	E006	63.8194938503758	0.0279769302029292	15.6505684379894	7.61896771296753E-05	0.00769271558667153	10.7221559864902	13.9417872380643	0.76372344294343	0.76372344294343	1	19157800	19158188	389	+	16	58	39	119	75	97	"c(""AT1G51670.1"", ""AT1G51670.2"")"
AT5G54260	E009	56.6698182300819	0.0109066083654486	11.4011364943218	0.000733991888325771	0.0425565614103684	13.5922787364601	10.4543156863347	-0.763157692588666	0.763157692588666	5	22034103	22034194	92	+	32	54	52	61	82	69	"c(""AT5G54260.2"", ""AT5G54260.1"")"
AT1G72330+AT1G72340	E011	143.228607558058	0.00432510029892041	30.7755793631165	2.89660267801034E-08	7.84330527610101E-06	15.0079218094983	19.4705155428564	0.762900794688221	0.762900794688221	1	27235098	27235208	111	+	55	50	65	281	253	203	"c(""AT1G72330.1"", ""AT1G72330.2"", ""AT1G72330.3"")"
AT1G74600+AT1G74590	E004	218.922213378082	0.0120205652298223	94.1460369104265	2.93082854384639E-22	3.30860372306424E-19	20.4470353822257	26.4355099569454	0.762584411532625	0.762584411532625	1	28024861	28027869	3009	-	156	184	236	305	242	218	AT1G74600.1
AT5G46510	E011	76.3218744524519	0.00376166674360684	22.1157569939971	2.56694082095966E-06	0.000435472291980041	11.8674125985063	15.4149321771945	0.762056923666787	0.762056923666787	5	18866526	18866697	172	+	44	48	58	125	108	91	AT5G46510.2
AT3G09800	E010	115.279801618161	0.0025264922925588	30.7788283618406	2.89175693727532E-08	7.84330527610101E-06	14.448628521448	18.7386004176126	0.761052108006729	0.761052108006729	3	3007939	3008263	325	-	44	75	90	181	169	166	"c(""AT3G09800.3"", ""AT3G09800.4"")"
AT1G79270	E003	82.8071085671381	0.00492687100345997	17.4618927740438	2.93124737592023E-05	0.00354357802854357	12.0900451301598	15.6970079719603	0.761013604682183	0.761013604682183	1	29815874	29816190	317	+	27	52	56	152	126	112	"c(""AT1G79270.1"", ""AT1G79270.2"", ""AT1G79270.3"")"
AT5G09690+AT5G09680	E024	47.3308582694332	0.00408580275868903	16.8795932895789	3.98274754704783E-05	0.00455981529379756	9.41215600369551	12.2272163463448	0.759665467507485	0.759665467507485	5	3001608	3001652	45	-	22	35	37	73	84	47	"c(""AT5G09690.14"", ""AT5G09690.6"", ""AT5G09690.8"", ""AT5G09690.1"", ""AT5G09690.9"", ""AT5G09690.3"", ""AT5G09690.13"", ""AT5G09690.2"", ""AT5G09690.7"", ""AT5G09690.11"", ""AT5G09690.12"", ""AT5G09690.5"", ""AT5G09690.10"")"
AT1G50460	E004	113.661883885468	0.00212026248027232	32.7155961014103	1.06677826095508E-08	3.13159591595476E-06	14.8275139930841	19.2144134147566	0.759246342544715	0.759246342544715	1	18695482	18695661	180	+	84	131	129	107	130	110	"c(""AT1G50460.2"", ""AT1G50460.3"", ""AT1G50460.1"")"
AT1G36180	E025	47.8442464113708	0.00361025609398993	14.9099497969016	0.00011276665763306	0.0105182654595406	12.4731825731797	9.60455964491302	-0.758929163098421	0.758929163098421	1	13553316	13553492	177	+	29	46	42	56	61	60	AT1G36180.1
AT4G25080	E003	83.6858545139213	0.00925583600552298	13.5777834860246	0.00022887833895526	0.0181741221737996	12.6515442687229	16.4073687815601	0.758415292474149	0.758415292474149	4	12876855	12876947	93	+	69	75	62	113	103	85	"c(""AT4G25080.3"", ""AT4G25080.5"", ""AT4G25080.1"", ""AT4G25080.2"", ""AT4G25080.6"")"
AT1G13930	E003	111.85391737967	0.0217630507315748	18.5383437071902	1.66520428936803E-05	0.0022058568985908	14.5826591192097	18.8937713539703	0.75835306695865	0.75835306695865	1	4761712	4761869	158	+	45	104	103	139	205	110	AT1G13930.1
AT2G46020	E021	59.1147176695993	0.0035856208159587	17.3867544387089	3.04943679522577E-05	0.00366338052559477	10.6349642897993	13.8027603792916	0.758213086775813	0.758213086775813	2	18931770	18931921	152	+	28	52	53	85	73	77	"c(""AT2G46020.4"", ""AT2G46020.2"", ""AT2G46020.6"", ""AT2G46020.3"")"
AT1G06680+AT1G06670	E002	263.734760077187	0.00318982924024322	96.4235177230656	9.27587561916897E-23	1.08711846092444E-19	22.2155046396859	28.6435994811844	0.758201033932226	0.758201033932226	1	2040433	2040669	237	+	144	232	222	321	376	337	"c(""AT1G06670.1"", ""AT1G06670.2"")"
AT2G36460	E003	49.2640969030773	0.00439971346972476	12.3438218826939	0.000442448278095773	0.0295520065734531	9.25810295304106	12.0137760154329	0.756294193015243	0.756294193015243	2	15297750	15297834	85	-	15	31	30	76	78	81	"c(""AT2G36460.3"", ""AT2G36460.2"")"
AT4G28706+AT4G28710	E026	94.8008560986057	0.0130047319903035	11.3690454445339	0.000746782468099595	0.043038105227977	13.5955939643283	17.6079490505656	0.755755878125869	0.755755878125869	4	14173199	14173342	144	+	55	125	95	93	101	112	AT4G28710.1
AT1G72330+AT1G72340	E006	80.3153488699107	0.00537913384101411	20.4622618887879	6.08186575430179E-06	0.000938698937866365	11.360667409391	14.7215109408585	0.754469358917429	0.754469358917429	1	27234435	27234500	66	+	17	27	54	147	145	125	"c(""AT1G72330.1"", ""AT1G72330.2"", ""AT1G72330.3"")"
AT1G22870+AT1G22860	E021	44.9262371000706	0.00463086783701561	13.073726152757	0.00029946680881849	0.0222434151707318	11.9925371888797	9.25022798248975	-0.753616156246055	0.753616156246055	1	8090062	8090166	105	+	41	57	52	39	37	42	"c(""AT1G22870.1"", ""AT1G22870.2"", ""AT1G22870.4"", ""AT1G22870.3"")"
AT1G56423	E003	51.213680693791	0.00584071149465905	14.4179241632201	0.000146402181751041	0.0127856239842078	9.91670627413276	12.8535373410091	0.753588497264461	0.753588497264461	1	21130447	21130500	54	+	27	33	56	63	78	62	AT1G56423.1
AT1G01520+AT1G01510	E014	121.966390323805	0.00210794939844132	42.0010788745282	9.12230734595513E-11	3.74478033910292E-08	15.072045781849	19.4887607817799	0.753207955817706	0.753207955817706	1	191341	191475	135	+	59	89	101	155	183	172	"c(""AT1G01520.4"", ""AT1G01520.2"", ""AT1G01520.1"", ""AT1G01520.3"", ""AT1G01520.5"")"
AT4G18140+AT4G18130	E014	162.698808925079	0.00140616350672549	57.8331712250353	2.85317523825434E-14	1.65301129935543E-11	22.4384746767533	17.3765066603032	-0.75307012596708	0.75307012596708	4	10047639	10047976	338	-	147	201	244	126	127	129	"c(""AT4G18140.4"", ""AT4G18140.2"", ""AT4G18140.3"", ""AT4G18140.1"", ""AT4G18140.6"", ""AT4G18140.5"")"
AT1G50460	E003	128.017727713281	0.00317287619575254	30.0511698250185	4.20794609227208E-08	1.10246751458453E-05	15.7770097380688	20.3894064863919	0.752745397870818	0.752745397870818	1	18695227	18695377	151	+	88	151	152	150	128	114	"c(""AT1G50460.2"", ""AT1G50460.3"", ""AT1G50460.1"")"
AT3G24180+AT3G24170	E028	229.454689725792	0.00375145633780538	32.7201436373584	1.06428539673709E-08	3.13026316017328E-06	26.7897043656755	20.8029183363399	-0.751513284572809	0.751513284572809	3	8736870	8736942	73	-	201	245	333	222	215	168	"c(""AT3G24180.1"", ""AT3G24180.2"")"
AT1G26208+AT1G26218+AT1G26230	E008	79.4593300194198	0.0053913332257092	16.2312734367807	5.60609845831321E-05	0.00599793934707197	11.8270821869424	15.2973263623994	0.749578126295073	0.749578126295073	1	9067842	9068056	215	-	25	51	51	145	115	116	"c(""AT1G26208.6"", ""AT1G26208.3"", ""AT1G26208.5"", ""AT1G26208.4"")"
AT1G27450	E003	440.415248207044	0.000523874563720751	136.407790142494	1.62486674337123E-31	3.04226574524128E-28	36.1520262117713	28.2609579985992	-0.749099811660608	0.749099811660608	1	9531839	9532178	340	+	418	529	626	353	367	336	"c(""AT1G27450.2"", ""AT1G27450.1"", ""AT1G27450.3"")"
AT5G63700	E006	161.051972926323	0.00495833240694359	26.6134867546206	2.48502982443957E-07	5.49908538857552E-05	22.7898249199676	17.6762440532339	-0.748962375123546	0.748962375123546	5	25494578	25494637	60	-	106	201	210	180	175	118	"c(""AT5G63700.1"", ""AT5G63700.2"")"
AT4G16970+AT4G16960	E001	175.297559408039	0.0065667393604135	24.3743717937203	7.93168849710973E-07	0.000152791986820735	23.126617724712	17.9411257990749	-0.748832398348307	0.748832398348307	4	9547402	9548154	753	-	178	224	239	129	133	135	AT4G16960.1
AT5G22875	E003	73.6131397099647	0.00277788993246741	22.2508714125418	2.39250181370107E-06	0.0004090432109772	11.7435825175305	15.185893644337	0.748816722890129	0.748816722890129	5	7650682	7650710	29	+	42	47	62	120	97	89	"c(""AT5G22875.3"", ""AT5G22875.1"")"
AT1G09340	E003	179.307024038831	0.00382347033839671	30.3326586749559	3.63946192571356E-08	9.63788477083465E-06	18.27760655075	23.5543323073728	0.748686502164501	0.748686502164501	1	3015575	3015910	336	+	93	111	168	259	264	223	AT1G09340.2
AT3G47390	E013	55.3732987245899	0.00540574188823697	14.5048418727782	0.000139799757992106	0.0123424133666061	13.3204849152008	10.3004999094452	-0.747329280842453	0.747329280842453	3	17464052	17464136	85	+	45	76	68	53	40	51	AT3G47390.1
AT3G04780+AT3G04770	E007	201.706390793199	0.00467732248428743	26.5567861605459	2.55904229407972E-07	5.65309012100804E-05	19.049994628247	24.5253763322536	0.747181612386735	0.747181612386735	3	1310699	1310887	189	-	90	125	149	358	277	266	"c(""AT3G04770.2"", ""AT3G04770.1"")"
AT5G09850	E007	61.7684092161017	0.00813911110002225	12.2347876258297	0.000469066825848656	0.0308815736588955	10.9273701932603	14.1253494975962	0.746817131265337	0.746817131265337	5	3063106	3063368	263	-	28	58	56	72	106	67	"c(""AT5G09850.1"", ""AT5G09850.3"")"
AT1G19400	E003	75.7894970788794	0.00323865062977213	20.0022754647345	7.73500640250037E-06	0.00114961813453619	14.885279352437	11.519376259049	-0.746453359107418	0.746453359107418	1	6712536	6712980	445	-	87	103	114	51	46	43	AT1G19400.4
AT4G08980	E008	148.557514613154	0.00138495399243369	40.966159776689	1.54888007619453E-10	6.11309917990094E-08	16.0923356258114	20.7448386749026	0.745858608662887	0.745858608662887	4	5758691	5758981	291	+	53	94	87	242	258	205	AT4G08980.2
